StudentID,English_Language,Mathematics,Biology,Chemistry,Physics,Economics,Government,Literature,Geography,Computer_Studies,Technical_Drawing,Further_Mathematics,Agricultural_Science,Study_Habits,Analytical_Thinking,Creative_Thinking,Communication_Skills,Practical_Skills,Science_Club,Debate_Club,Learning_Style,Gender,Career_Path
STU2048,81,66,62,58,61,71,69,97,71,88,48,56,79,3,6,3,7,7,0,0,Verbal-Linguistic,Female,Education
STU2049,89,69,64,75,59,97,85,75,78,79,54,57,50,7,8,7,7,4,0,0,Intrapersonal,Female,Social_Sciences
STU2050,72,85,62,69,78,69,59,54,61,78,72,93,60,5,10,9,3,3,1,0,Logical-Mathematical,Female,Computer_Science
STU2051,77,63,63,65,70,52,69,73,66,47,50,61,43,6,3,9,5,5,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU2052,89,50,68,61,43,91,73,79,52,61,60,53,67,8,8,7,7,8,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU2053,61,82,80,96,100,65,76,62,62,100,81,91,54,8,7,7,6,10,1,0,Visual-Spatial,Female,Engineering
STU2054,70,75,73,84,70,63,87,60,75,100,95,73,86,9,7,8,5,8,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU2055,79,98,87,88,79,53,76,64,84,66,40,74,81,5,10,5,3,6,1,1,Naturalistic,Female,Natural_Sciences
STU2056,75,63,60,72,66,82,72,85,73,79,63,54,72,7,6,6,10,7,0,0,Verbal-Linguistic,Female,Education
STU2057,88,47,42,50,63,54,49,78,95,46,65,57,67,4,5,8,4,6,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU2058,72,75,61,44,76,87,64,50,56,94,52,67,55,9,5,3,8,4,0,0,Interpersonal,Female,Business
STU2059,76,49,69,47,56,60,85,83,77,90,81,57,80,3,6,8,8,3,0,1,Visual-Spatial,Male,Education
STU2060,79,75,66,57,83,98,85,68,82,74,44,61,51,9,6,7,8,6,0,1,Intrapersonal,Female,Social_Sciences
STU2061,54,85,67,64,95,62,66,74,59,94,75,89,73,5,8,10,3,7,1,0,Logical-Mathematical,Female,Computer_Science
STU2062,80,77,60,61,61,74,51,75,69,66,35,78,74,7,4,8,6,3,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU2063,69,90,86,96,84,49,65,46,80,92,67,85,89,7,7,6,7,8,1,0,Logical-Mathematical,Female,Natural_Sciences
STU2064,91,58,51,61,71,70,59,93,75,69,75,41,94,5,5,9,8,7,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU2065,59,94,64,81,94,53,70,80,81,94,74,75,66,3,7,7,4,7,1,0,Logical-Mathematical,Female,Computer_Science
STU2066,72,64,59,68,57,79,88,95,64,72,65,47,65,8,8,7,8,6,0,1,Verbal-Linguistic,Female,Law
STU2067,61,85,84,89,95,71,68,43,64,96,88,66,73,7,10,3,7,7,1,0,Visual-Spatial,Male,Engineering
STU2068,74,82,83,92,83,65,51,73,31,72,56,82,98,7,8,4,8,7,0,0,Naturalistic,Female,Medicine
STU2069,83,89,69,100,89,69,63,48,64,89,92,84,81,8,7,4,4,8,0,0,Bodily-Kinesthetic,Male,Engineering
STU2070,73,80,71,67,64,84,78,46,61,74,67,34,60,3,8,3,9,8,0,0,Interpersonal,Male,Business
STU2071,86,78,72,53,60,71,96,91,49,72,24,43,97,9,7,4,10,4,0,1,Verbal-Linguistic,Female,Law
STU2072,93,54,58,48,68,63,56,70,76,60,76,58,66,4,7,7,5,6,1,1,Verbal-Linguistic,Female,Arts_Humanities
STU2073,80,95,67,97,97,52,74,69,44,94,92,92,67,8,7,5,8,7,0,0,Visual-Spatial,Male,Engineering
STU2074,66,94,97,92,77,91,58,66,92,66,92,83,83,4,10,7,8,7,1,0,Naturalistic,Female,Natural_Sciences
STU2075,51,86,90,93,88,71,54,55,82,74,77,83,91,4,8,3,3,3,1,1,Naturalistic,Female,Natural_Sciences
STU2076,55,90,88,97,76,65,56,67,76,56,82,83,95,4,7,6,5,8,1,0,Naturalistic,Female,Natural_Sciences
STU2077,61,83,93,100,86,61,76,86,86,56,56,69,73,9,3,4,8,9,0,0,Naturalistic,Male,Medicine
STU2078,92,52,53,50,66,67,62,100,76,83,66,54,83,9,8,8,6,8,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU2079,65,84,55,62,67,64,74,64,66,90,85,66,76,5,7,4,5,8,0,0,Verbal-Linguistic,Female,Technical_Vocational
STU2080,88,44,64,50,68,63,83,90,69,77,48,46,74,7,7,7,10,8,0,0,Intrapersonal,Female,Law
STU2081,74,90,64,62,94,58,59,66,87,91,58,86,60,3,9,7,4,7,1,0,Logical-Mathematical,Male,Computer_Science
STU2082,62,93,80,68,95,85,63,85,60,92,61,89,57,5,10,10,5,6,0,0,Intrapersonal,Female,Computer_Science
STU2083,82,64,76,72,81,73,62,96,74,72,54,6,57,6,3,9,6,3,1,0,Verbal-Linguistic,Female,Arts_Humanities
STU2084,53,81,71,69,54,43,55,48,76,85,88,55,89,7,3,3,5,7,1,1,Bodily-Kinesthetic,Female,Technical_Vocational
STU2085,93,53,63,58,44,68,77,89,71,57,71,36,72,5,6,8,4,4,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU2086,72,46,60,58,68,74,59,100,56,69,70,58,73,6,6,10,6,8,0,1,Intrapersonal,Male,Arts_Humanities
STU2087,85,84,64,77,95,49,52,67,59,90,66,83,76,7,10,10,5,8,0,0,Logical-Mathematical,Male,Computer_Science
STU2088,80,64,63,68,66,81,88,96,56,79,45,79,87,9,6,6,7,3,0,1,Verbal-Linguistic,Female,Education
STU2089,72,89,92,80,76,72,62,72,83,66,62,81,89,4,8,7,8,4,1,0,Naturalistic,Male,Natural_Sciences
STU2090,80,91,64,85,79,96,83,59,72,71,72,36,50,8,7,4,10,4,1,0,Interpersonal,Female,Business
STU2091,89,61,54,51,61,62,89,89,69,53,47,45,80,7,10,7,7,7,1,1,Verbal-Linguistic,Male,Law
STU2092,80,79,55,62,81,51,51,79,74,65,94,75,85,7,4,3,6,8,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU2093,58,96,86,94,89,75,47,66,55,85,80,79,52,9,7,5,7,7,1,0,Visual-Spatial,Female,Engineering
STU2094,85,87,48,80,54,52,75,83,65,68,48,36,66,9,4,7,5,8,1,1,Verbal-Linguistic,Male,Arts_Humanities
STU2095,73,67,76,72,77,53,58,71,63,53,39,69,65,10,5,6,3,8,1,0,Naturalistic,Female,Medicine
STU2096,71,55,80,73,72,76,92,84,33,45,59,75,76,8,8,4,7,7,0,1,Verbal-Linguistic,Female,Law
STU2097,91,69,60,55,80,86,81,72,83,49,61,70,48,7,7,3,10,5,0,1,Intrapersonal,Female,Social_Sciences
STU2098,91,74,67,68,98,69,89,85,66,86,60,65,66,3,4,5,8,5,0,0,Intrapersonal,Female,Education
STU2099,92,50,50,77,70,82,97,86,73,54,56,65,67,9,8,7,7,3,0,1,Verbal-Linguistic,Male,Law
STU2100,63,76,65,54,73,86,70,57,67,83,33,39,54,4,7,3,7,5,0,1,Interpersonal,Male,Business
STU2101,54,88,74,75,54,57,59,52,87,74,86,72,85,3,5,4,7,7,0,0,Naturalistic,Male,Technical_Vocational
STU2102,82,54,54,58,38,48,75,89,61,58,49,67,67,5,7,9,7,6,0,0,Visual-Spatial,Female,Arts_Humanities
STU2103,65,79,78,77,82,74,75,53,91,100,90,75,65,9,8,3,8,8,1,0,Visual-Spatial,Female,Engineering
STU2104,81,78,90,46,44,74,61,82,84,79,39,58,59,4,7,6,9,5,1,0,Verbal-Linguistic,Male,Education
STU2105,85,60,71,37,66,64,84,99,63,77,68,61,73,10,8,4,9,6,0,1,Verbal-Linguistic,Female,Law
STU2106,69,84,88,91,68,65,77,73,59,53,55,72,54,9,5,4,4,8,1,0,Naturalistic,Male,Medicine
STU2107,73,80,89,92,96,66,68,45,83,54,65,92,91,8,7,7,5,6,1,0,Naturalistic,Male,Natural_Sciences
STU2108,46,92,68,76,76,52,73,39,75,76,74,73,79,9,7,3,3,10,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU2109,89,84,79,89,70,68,73,53,51,57,45,73,74,10,5,5,5,8,1,1,Naturalistic,Male,Medicine
STU2110,63,100,79,75,79,80,56,50,55,69,91,70,89,8,5,3,7,8,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU2111,46,92,63,80,92,59,94,70,75,94,96,87,57,8,9,6,4,7,0,0,Visual-Spatial,Female,Engineering
STU2112,59,89,64,82,88,69,76,80,54,89,77,97,60,9,8,3,4,10,1,0,Visual-Spatial,Female,Engineering
STU2113,69,68,80,72,85,65,59,86,55,91,84,97,55,8,8,8,6,8,0,0,Interpersonal,Female,Engineering
STU2114,58,100,87,85,91,58,77,51,91,65,77,80,85,4,7,6,4,8,0,0,Naturalistic,Female,Natural_Sciences
STU2115,85,41,86,71,35,91,70,86,63,96,58,63,76,7,6,3,8,7,1,0,Verbal-Linguistic,Female,Education
STU2116,73,82,77,80,90,86,66,59,62,93,92,63,76,8,8,5,8,10,1,0,Visual-Spatial,Male,Engineering
STU2117,100,37,54,61,66,81,57,84,74,66,52,39,73,3,4,10,5,7,1,1,Verbal-Linguistic,Male,Arts_Humanities
STU2118,89,61,63,75,44,83,89,88,86,72,66,61,70,6,8,4,10,4,0,1,Intrapersonal,Female,Social_Sciences
STU2119,61,100,63,51,94,66,74,59,29,84,78,80,59,5,10,8,4,7,1,0,Logical-Mathematical,Female,Computer_Science
STU2120,81,81,99,92,94,73,56,48,78,58,66,78,85,6,7,3,8,8,1,0,Bodily-Kinesthetic,Female,Natural_Sciences
STU2121,85,84,83,87,91,65,55,50,86,61,57,96,86,4,8,5,6,4,0,0,Naturalistic,Female,Natural_Sciences
STU2122,100,43,67,50,70,49,61,87,76,68,38,63,56,4,4,9,5,6,1,0,Intrapersonal,Male,Arts_Humanities
STU2123,78,60,74,76,63,55,52,64,68,91,90,60,81,5,8,7,3,7,0,0,Visual-Spatial,Female,Technical_Vocational
STU2124,71,78,70,81,66,90,63,52,67,70,52,61,59,3,4,3,8,8,0,0,Interpersonal,Male,Business
STU2125,76,82,44,85,93,88,58,57,79,76,94,56,81,4,4,8,4,9,1,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU2126,93,66,69,93,72,67,70,87,67,78,45,41,62,7,3,3,9,8,1,0,Bodily-Kinesthetic,Male,Education
STU2127,91,38,67,73,63,59,73,90,81,68,59,53,92,7,6,4,9,6,1,0,Verbal-Linguistic,Female,Education
STU2128,72,88,80,89,93,78,64,65,71,92,88,78,68,9,8,3,6,9,0,0,Visual-Spatial,Female,Engineering
STU2129,53,81,96,83,87,67,54,78,87,85,69,82,92,3,8,7,5,6,1,0,Naturalistic,Female,Natural_Sciences
STU2130,58,75,70,60,54,86,87,61,72,82,41,40,24,5,7,4,9,3,0,1,Interpersonal,Male,Business
STU2131,49,97,88,90,82,62,60,54,49,87,86,91,51,10,10,7,5,10,1,0,Visual-Spatial,Female,Engineering
STU2132,72,89,39,58,87,63,83,54,67,91,70,88,70,3,9,10,8,7,1,0,Logical-Mathematical,Male,Computer_Science
STU2133,98,46,84,56,74,82,91,57,83,60,65,56,73,8,7,8,8,6,0,1,Intrapersonal,Male,Social_Sciences
STU2134,78,53,65,61,59,67,67,82,72,62,51,83,49,6,7,10,3,7,1,1,Verbal-Linguistic,Male,Arts_Humanities
STU2135,74,78,56,71,65,89,67,92,74,67,60,57,83,3,8,3,8,8,1,0,Bodily-Kinesthetic,Female,Education
STU2136,59,90,99,84,84,63,82,73,73,56,77,100,100,7,7,4,7,3,1,0,Bodily-Kinesthetic,Male,Natural_Sciences
STU2137,64,98,51,72,79,87,60,43,64,100,76,93,54,3,10,7,8,5,1,0,Logical-Mathematical,Male,Computer_Science
STU2138,95,65,45,44,56,80,86,89,43,70,56,58,55,10,10,4,8,6,0,0,Verbal-Linguistic,Male,Law
STU2139,62,99,87,96,81,80,66,53,63,94,80,72,48,7,10,8,7,8,0,0,Visual-Spatial,Female,Engineering
STU2140,53,86,89,79,70,54,78,66,86,67,56,83,71,5,7,5,8,8,1,0,Naturalistic,Male,Natural_Sciences
STU2141,69,98,87,91,78,69,69,50,85,77,69,92,87,6,7,5,5,7,1,0,Naturalistic,Female,Natural_Sciences
STU2142,86,51,53,72,65,88,87,70,76,73,64,72,55,5,4,7,9,5,0,1,Intrapersonal,Female,Social_Sciences
STU2143,84,61,70,44,69,52,72,100,71,80,83,45,71,8,4,5,9,4,0,0,Verbal-Linguistic,Female,Education
STU2144,74,83,87,94,78,79,54,32,81,63,51,70,73,10,4,3,3,9,0,0,Naturalistic,Female,Medicine
STU2145,82,68,56,59,36,54,62,94,35,54,50,30,60,9,6,9,6,6,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU2146,67,86,89,86,83,67,54,55,90,77,76,81,79,7,8,8,4,7,0,0,Naturalistic,Male,Natural_Sciences
STU2147,87,47,54,62,67,57,69,82,68,64,71,42,69,7,7,9,5,5,1,0,Verbal-Linguistic,Female,Arts_Humanities
STU2148,91,92,61,77,50,78,72,56,50,86,76,58,57,7,3,8,7,8,0,0,Visual-Spatial,Female,Business
STU2149,90,73,55,62,50,64,66,81,62,51,75,57,79,5,5,8,7,8,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU2150,74,82,97,88,69,62,75,60,79,53,76,62,92,3,8,6,7,8,1,0,Naturalistic,Female,Natural_Sciences
STU2151,74,81,71,63,50,82,86,56,53,81,72,65,81,8,6,8,10,6,0,0,Interpersonal,Female,Business
STU2152,85,98,82,91,75,74,82,49,74,89,80,78,57,7,10,6,4,10,1,0,Visual-Spatial,Female,Engineering
STU2153,85,82,69,58,48,71,73,86,69,79,76,52,66,8,8,4,7,8,0,0,Logical-Mathematical,Male,Education
STU2154,54,92,98,80,89,64,58,57,83,57,70,75,94,8,9,5,6,6,0,1,Naturalistic,Female,Natural_Sciences
STU2155,65,83,67,68,86,72,38,83,64,93,72,97,57,3,8,7,4,7,0,0,Naturalistic,Female,Computer_Science
STU2156,76,80,91,84,64,77,59,49,63,59,64,60,58,7,3,5,3,7,1,0,Naturalistic,Female,Medicine
STU2157,50,76,71,95,95,67,49,65,47,82,88,88,64,10,8,6,3,10,1,0,Visual-Spatial,Female,Engineering
STU2158,73,65,56,43,60,93,80,53,58,89,52,61,63,7,6,5,7,6,0,0,Interpersonal,Female,Business
STU2159,80,54,66,72,73,71,74,84,38,63,61,61,68,8,6,7,7,3,1,1,Verbal-Linguistic,Male,Arts_Humanities
STU2160,86,60,77,53,41,78,85,81,91,51,28,56,65,7,8,4,7,6,0,1,Verbal-Linguistic,Female,Law
STU2161,75,80,68,42,78,54,83,85,79,91,35,23,68,4,8,5,7,3,0,0,Verbal-Linguistic,Male,Education
STU2162,87,45,64,84,79,62,77,89,82,86,38,52,70,9,3,6,7,8,0,0,Bodily-Kinesthetic,Female,Education
STU2163,81,79,51,78,58,94,77,58,67,77,40,43,64,4,8,8,7,5,0,0,Interpersonal,Male,Business
STU2164,91,93,89,85,90,71,80,78,85,56,93,82,86,8,9,7,8,3,1,0,Naturalistic,Male,Natural_Sciences
STU2165,100,60,60,74,76,43,40,90,62,65,45,42,54,7,5,10,5,8,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU2166,74,87,67,63,81,65,73,63,63,85,89,62,90,3,7,8,8,10,0,1,Bodily-Kinesthetic,Female,Technical_Vocational
STU2167,89,64,80,56,64,82,74,95,80,73,61,63,71,9,5,7,7,8,1,1,Logical-Mathematical,Male,Education
STU2168,65,91,78,74,93,62,60,47,67,97,83,81,67,9,10,3,4,8,1,0,Logical-Mathematical,Female,Engineering
STU2169,93,59,76,54,65,85,68,79,84,64,56,38,68,5,3,7,8,7,0,1,Verbal-Linguistic,Male,Education
STU2170,84,60,67,58,46,72,65,44,61,73,35,42,66,3,7,5,10,4,0,0,Interpersonal,Male,Business
STU2171,88,49,77,53,65,66,83,83,77,85,44,44,52,9,4,5,7,7,0,0,Verbal-Linguistic,Male,Education
STU2172,63,88,58,27,92,65,60,59,68,99,66,80,44,5,10,7,6,8,1,1,Logical-Mathematical,Female,Computer_Science
STU2173,83,81,72,88,86,48,78,42,64,94,78,85,43,9,7,7,4,8,0,0,Naturalistic,Female,Engineering
STU2174,83,75,92,90,78,81,54,45,68,55,85,85,78,6,10,4,3,6,1,0,Naturalistic,Female,Natural_Sciences
STU2175,79,76,93,100,64,63,75,59,67,68,42,76,64,7,8,3,5,8,1,0,Intrapersonal,Female,Medicine
STU2176,58,100,96,80,89,44,64,58,66,52,69,79,87,6,8,4,6,3,1,1,Naturalistic,Female,Natural_Sciences
STU2177,85,56,87,79,77,51,38,50,68,49,79,65,73,8,5,4,7,9,1,1,Naturalistic,Female,Medicine
STU2178,82,71,67,62,76,70,85,87,86,75,62,50,65,7,5,6,8,8,0,0,Interpersonal,Female,Education
STU2179,84,87,78,46,88,61,100,91,61,79,55,49,72,9,6,6,7,5,1,0,Naturalistic,Male,Education
STU2180,86,74,63,46,73,77,67,88,87,61,47,50,54,3,4,9,4,6,0,0,Logical-Mathematical,Female,Arts_Humanities
STU2181,81,90,100,78,76,67,73,56,49,61,52,80,78,8,6,3,4,10,0,0,Naturalistic,Female,Medicine
STU2182,52,81,86,94,81,71,72,38,74,99,91,99,78,9,7,4,5,7,1,0,Verbal-Linguistic,Female,Engineering
STU2183,74,94,61,53,99,31,65,57,48,90,69,90,71,5,8,9,3,8,1,1,Logical-Mathematical,Male,Computer_Science
STU2184,83,63,94,91,72,74,78,65,61,62,35,58,65,7,3,4,7,10,1,1,Naturalistic,Female,Medicine
STU2185,94,78,69,64,59,76,66,75,79,92,37,44,64,6,5,7,8,4,0,0,Verbal-Linguistic,Female,Education
STU2186,78,73,64,65,84,43,68,65,66,87,85,62,89,8,4,6,5,8,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU2187,82,84,91,75,92,50,54,50,85,74,84,80,77,7,8,5,6,7,1,0,Naturalistic,Male,Natural_Sciences
STU2188,73,70,62,61,44,61,78,83,81,75,57,62,70,8,9,3,9,3,1,1,Bodily-Kinesthetic,Male,Law
STU2189,87,91,53,49,51,76,72,90,38,71,68,47,88,7,9,4,7,7,0,1,Verbal-Linguistic,Female,Law
STU2190,80,68,61,62,64,59,77,90,70,86,52,48,77,3,8,4,10,3,1,0,Verbal-Linguistic,Male,Education
STU2191,78,68,96,84,85,65,45,46,64,85,58,58,56,10,7,7,5,8,1,0,Naturalistic,Female,Medicine
STU2192,39,76,82,76,76,58,54,55,66,77,83,73,93,9,7,6,8,8,1,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU2193,78,60,77,55,60,58,85,100,68,87,50,51,61,8,6,4,8,6,0,0,Verbal-Linguistic,Female,Education
STU2194,75,58,81,63,71,100,83,81,77,69,55,51,67,6,7,4,9,6,1,1,Intrapersonal,Female,Social_Sciences
STU2195,58,87,62,79,94,69,70,48,51,95,60,81,65,8,9,7,3,3,1,0,Logical-Mathematical,Female,Computer_Science
STU2196,80,64,56,72,65,50,54,98,71,73,84,68,72,4,7,8,4,5,1,1,Verbal-Linguistic,Female,Arts_Humanities
STU2197,85,45,77,49,38,43,48,89,66,81,48,69,57,8,6,8,3,6,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU2198,61,83,86,88,86,47,52,60,74,53,85,72,83,9,10,7,5,5,0,1,Verbal-Linguistic,Male,Natural_Sciences
STU2199,81,66,80,76,50,96,77,78,96,58,63,48,60,6,6,8,8,3,1,1,Visual-Spatial,Female,Social_Sciences
STU2200,89,93,71,53,63,92,75,35,56,74,42,41,54,8,4,8,9,6,1,0,Interpersonal,Female,Business
STU2201,54,83,82,66,67,55,66,40,82,81,89,73,88,6,3,5,8,9,0,1,Bodily-Kinesthetic,Male,Technical_Vocational
STU2202,61,89,53,66,80,74,56,61,80,92,75,85,72,9,8,10,4,5,0,0,Visual-Spatial,Male,Computer_Science
STU2203,86,77,76,70,64,91,71,46,71,88,50,68,55,7,5,3,8,7,0,0,Interpersonal,Female,Business
STU2204,61,81,56,83,100,76,81,65,58,93,91,90,85,8,10,9,8,6,1,0,Logical-Mathematical,Male,Computer_Science
STU2205,85,69,36,68,62,88,83,88,48,65,84,52,60,9,9,4,7,7,0,0,Verbal-Linguistic,Male,Law
STU2206,82,61,75,88,76,70,72,53,82,66,86,56,86,8,8,6,7,8,0,1,Bodily-Kinesthetic,Male,Technical_Vocational
STU2207,62,67,98,84,63,71,53,45,50,60,35,81,56,8,3,6,5,10,1,0,Naturalistic,Male,Medicine
STU2208,51,78,94,82,83,57,42,42,81,76,75,89,78,3,9,8,6,8,0,0,Verbal-Linguistic,Female,Natural_Sciences
STU2209,74,73,91,96,70,37,80,41,55,67,51,86,71,10,8,4,4,9,0,0,Naturalistic,Male,Medicine
STU2210,78,70,65,81,67,68,42,56,74,64,96,68,87,4,6,8,4,8,0,0,Verbal-Linguistic,Male,Technical_Vocational
STU2211,78,69,82,55,45,77,85,93,54,60,38,38,88,7,9,3,10,7,0,1,Verbal-Linguistic,Male,Law
STU2212,75,79,87,80,91,48,77,52,92,68,71,88,93,4,10,7,6,4,0,0,Naturalistic,Female,Natural_Sciences
STU2213,79,92,59,76,86,51,85,45,50,93,75,80,61,8,9,10,6,8,1,0,Logical-Mathematical,Male,Computer_Science
STU2214,55,100,63,95,64,72,54,69,78,75,92,61,80,5,7,5,4,8,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU2215,83,78,66,58,70,64,82,90,69,83,56,61,82,9,7,6,9,8,0,1,Verbal-Linguistic,Male,Law
STU2216,73,79,78,78,55,66,63,55,53,57,72,79,73,7,5,4,7,10,0,0,Naturalistic,Male,Medicine
STU2217,66,84,84,75,94,51,56,67,76,73,68,84,91,5,7,4,5,6,0,0,Naturalistic,Female,Natural_Sciences
STU2218,93,77,87,98,78,61,79,59,78,54,58,72,57,7,7,6,5,8,0,0,Naturalistic,Female,Medicine
STU2219,60,74,97,84,86,81,71,50,79,66,68,88,86,6,8,3,7,6,1,0,Naturalistic,Female,Natural_Sciences
STU2220,64,86,59,76,87,61,50,63,80,91,57,84,86,7,8,7,5,6,1,0,Interpersonal,Female,Computer_Science
STU2221,74,45,70,74,68,83,71,74,71,79,67,33,65,6,4,3,9,6,0,0,Verbal-Linguistic,Male,Education
STU2222,72,68,85,58,63,97,92,94,82,73,38,69,53,4,7,8,10,5,0,1,Intrapersonal,Female,Social_Sciences
STU2223,59,83,70,53,98,92,70,65,67,89,68,87,90,8,9,7,4,7,1,1,Logical-Mathematical,Female,Computer_Science
STU2224,76,75,98,79,86,61,87,73,70,72,58,59,45,10,7,6,8,8,1,1,Naturalistic,Female,Medicine
STU2225,64,92,60,56,82,45,69,60,52,90,85,86,56,4,9,10,6,6,1,0,Logical-Mathematical,Female,Computer_Science
STU2226,83,64,52,67,56,65,61,94,77,54,53,60,66,5,5,9,7,5,0,0,Verbal-Linguistic,Male,Arts_Humanities
STU2227,73,79,89,92,66,60,63,56,75,52,50,70,51,7,4,4,3,7,1,0,Naturalistic,Female,Medicine
STU2228,88,87,65,71,66,82,96,82,84,72,54,59,51,6,6,6,7,5,0,1,Intrapersonal,Female,Social_Sciences
STU2229,83,79,83,75,82,49,44,43,37,39,33,61,76,8,6,5,8,10,1,1,Naturalistic,Female,Medicine
STU2230,78,90,91,80,85,53,78,66,57,70,60,77,55,10,8,4,3,9,1,0,Naturalistic,Male,Medicine
STU2231,81,78,78,69,66,61,87,100,76,76,64,52,63,7,10,5,9,6,0,0,Verbal-Linguistic,Female,Law
STU2232,55,91,61,91,79,73,63,50,55,83,86,59,76,7,10,8,3,4,1,0,Logical-Mathematical,Female,Computer_Science
STU2233,71,85,35,59,60,52,60,78,83,80,88,68,92,3,6,3,8,9,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU2234,52,89,86,87,85,77,64,46,78,42,71,97,79,7,8,5,4,8,0,0,Naturalistic,Male,Natural_Sciences
STU2235,83,56,77,61,75,79,70,97,80,74,43,66,84,3,3,7,10,3,0,0,Verbal-Linguistic,Female,Education
STU2236,75,72,59,42,61,79,85,61,80,60,63,35,55,8,8,4,10,8,1,0,Intrapersonal,Male,Social_Sciences
STU2237,71,79,89,83,100,54,71,65,82,48,72,86,74,8,10,6,4,5,1,0,Naturalistic,Female,Natural_Sciences
STU2238,61,84,73,84,72,48,56,66,73,90,97,85,61,9,8,4,4,10,1,1,Visual-Spatial,Male,Engineering
STU2239,64,96,41,51,95,49,67,58,67,99,59,84,54,4,10,7,7,8,1,1,Logical-Mathematical,Female,Computer_Science
STU2240,70,87,89,77,75,88,62,89,59,48,59,77,74,7,7,6,6,10,1,0,Naturalistic,Male,Medicine
STU2241,71,67,74,75,47,71,96,77,74,59,44,33,90,7,8,7,9,6,0,1,Verbal-Linguistic,Male,Law
STU2242,55,84,59,58,84,77,70,52,69,93,87,87,41,7,7,9,5,3,1,0,Logical-Mathematical,Male,Computer_Science
STU2243,84,66,63,71,72,95,90,75,87,72,47,59,56,3,8,7,8,6,0,0,Intrapersonal,Female,Social_Sciences
STU2244,58,77,50,72,80,72,74,62,57,82,83,77,79,7,6,4,3,7,0,1,Bodily-Kinesthetic,Female,Technical_Vocational
STU2245,62,96,81,82,83,55,86,75,83,69,81,93,90,9,7,4,3,4,0,0,Verbal-Linguistic,Female,Natural_Sciences
STU2246,94,61,61,57,61,85,46,93,78,62,56,43,73,5,7,8,4,3,0,0,Verbal-Linguistic,Female,Arts_Humanities
STU2247,64,85,72,67,91,61,82,61,57,88,77,90,60,9,8,10,7,3,1,0,Logical-Mathematical,Male,Computer_Science
STU2248,73,84,86,81,94,54,55,56,79,79,56,77,80,6,9,8,7,6,0,1,Naturalistic,Male,Natural_Sciences
STU2249,93,44,77,63,62,82,87,72,95,53,46,55,73,7,7,5,7,8,0,1,Visual-Spatial,Male,Social_Sciences
STU2250,46,88,84,75,93,51,49,62,45,100,58,87,91,8,7,7,3,5,1,0,Intrapersonal,Female,Computer_Science
STU2251,48,98,75,77,74,49,60,73,69,100,64,75,67,3,10,10,5,4,0,0,Logical-Mathematical,Female,Computer_Science
STU2252,60,83,45,69,82,85,70,58,71,77,80,52,88,7,8,5,7,9,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU2253,63,60,77,66,52,62,79,91,97,73,52,72,77,3,3,5,8,6,0,0,Verbal-Linguistic,Female,Education
STU2254,54,77,99,79,92,61,42,45,94,66,74,91,91,8,8,8,7,8,1,0,Naturalistic,Male,Natural_Sciences
STU2255,62,76,94,84,83,100,68,63,81,54,70,87,85,7,8,7,6,4,1,0,Naturalistic,Male,Natural_Sciences
STU2256,81,39,45,71,49,92,91,71,87,62,53,61,76,3,3,8,9,4,1,1,Intrapersonal,Female,Social_Sciences
STU2257,82,69,58,71,48,49,49,75,64,63,56,28,63,5,7,10,8,5,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU2258,74,56,37,84,63,92,60,65,58,80,28,42,48,6,4,8,10,3,0,0,Interpersonal,Male,Business
STU2259,84,91,84,100,81,60,66,56,54,69,66,68,81,10,7,7,8,9,0,0,Naturalistic,Male,Medicine
STU2260,60,79,56,60,54,90,64,64,80,70,58,42,47,4,8,8,9,4,0,0,Interpersonal,Female,Business
STU2261,100,66,60,81,49,63,83,86,74,53,46,58,74,10,10,4,10,4,1,1,Verbal-Linguistic,Female,Law
STU2262,99,44,79,67,85,96,88,64,98,71,86,53,70,8,8,6,10,6,0,0,Intrapersonal,Female,Social_Sciences
STU2263,65,83,87,90,81,57,71,56,82,81,90,100,82,3,8,6,8,5,1,0,Naturalistic,Female,Natural_Sciences
STU2264,97,70,56,69,52,60,69,88,88,80,45,23,60,5,3,7,3,8,0,0,Verbal-Linguistic,Female,Arts_Humanities
